,Weekly Decay,Daily Decay,Key,Feature Set,MSE Nov,MA Nov,MA (Tier) Nov,MSE Dec,MA Dec,MA (Tier) Dec,Eval MSE,Eval MA,Eval MA (Tier)
0,0,0,1,"['New_Cases_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_2dayago', 'New_Cases_7_Adj100k_3dayago', 'New_Cases_7_Adj100k_4dayago', 'New_Cases_7_Adj100k_5dayago', 'New_Cases_7_Adj100k_6dayago', 'Pressure_7_Adj100k_1dayago']",37.03598628039328,0.5047619047619049,0.49047619047619045,220.1542299823579,0.9216589861751153,0.6221198156682027,130.0960773420474,0.7166276346604217,0.5573770491803278
1,0,0,2,"['New_Cases_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_2dayago', 'New_Cases_7_Adj100k_3dayago', 'New_Cases_7_Adj100k_4dayago', 'New_Cases_7_Adj100k_5dayago', 'New_Cases_7_Adj100k_6dayago', 'Diff Pressure_7_Adj100k_1dayago']",15.713014647162506,0.5333333333333334,0.5666666666666667,309.715871456824,0.880184331797235,0.5898617511520737,165.12430253403969,0.7096018735362999,0.5784543325526932
2,0,0,3,"['New_Cases_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_2dayago', 'New_Cases_7_Adj100k_3dayago', 'New_Cases_7_Adj100k_4dayago', 'New_Cases_7_Adj100k_5dayago', 'New_Cases_7_Adj100k_6dayago', 'Excess Pressure_7_Adj100k_1dayago']",15.50391745778029,0.5380952380952381,0.5666666666666667,260.39048459297663,0.8986175115207374,0.640552995391705,139.9544679691096,0.7213114754098361,0.6042154566744731
3,0,0,4,"['New_Cases_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_2dayago', 'New_Cases_7_Adj100k_3dayago', 'New_Cases_7_Adj100k_4dayago', 'New_Cases_7_Adj100k_5dayago', 'New_Cases_7_Adj100k_6dayago']",11.228077542905778,0.5761904761904761,0.5857142857142856,269.9185552539082,0.903225806451613,0.6221198156682027,142.69373015013653,0.7423887587822015,0.6042154566744731
4,0,0,5,"['New_Cases_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_2dayago', 'New_Cases_7_Adj100k_3dayago', 'Pressure_7_Adj100k_1dayago']",35.839160978543624,0.5142857142857143,0.5,238.74728326694662,0.9216589861751153,0.6175115207373272,138.95640345297795,0.7213114754098362,0.5597189695550351
5,0,0,6,"['New_Cases_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_2dayago', 'New_Cases_7_Adj100k_3dayago', 'Diff Pressure_7_Adj100k_1dayago']",16.018397408452802,0.5428571428571429,0.5761904761904761,324.0883678578075,0.8847926267281107,0.5852534562211982,172.57854632533798,0.7166276346604217,0.5807962529274004
6,0,0,7,"['New_Cases_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_2dayago', 'New_Cases_7_Adj100k_3dayago', 'Excess Pressure_7_Adj100k_1dayago']",15.036458114603155,0.5333333333333333,0.5714285714285714,273.8185989675315,0.8986175115207374,0.6451612903225806,146.54869363002575,0.7189695550351288,0.6088992974238875
7,0,0,8,"['New_Cases_7_Adj100k_1dayago', 'New_Cases_7_Adj100k_2dayago', 'New_Cases_7_Adj100k_3dayago']",11.487098830962015,0.5809523809523809,0.5952380952380952,285.164932910251,0.8940092165898618,0.6267281105990783,150.56927680568265,0.7400468384074941,0.6112412177985949
8,0,0,9,"['New_Cases_7_Adj100k_1dayago', 'Pressure_7_Adj100k_1dayago']",35.892438625541494,0.5142857142857143,0.5047619047619049,284.31452137716616,0.9262672811059908,0.5806451612903226,162.1397265812852,0.7236533957845434,0.5433255269320844
9,0,0,10,"['New_Cases_7_Adj100k_1dayago', 'Diff Pressure_7_Adj100k_1dayago']",16.652233207833504,0.5666666666666667,0.5666666666666667,367.7309900994618,0.880184331797235,0.5529953917050692,195.06930638226754,0.7259953161592506,0.5597189695550352
